,expected,output,output disposal,probability,url,img_name
Plastic Tub Lids,Recycling,Plastic Tubs with Lids (clean),Recycling,0.6129145622253418,https://upload.wikimedia.org/wikipedia/commons/d/d4/Tubs_of_wood_filler_or_putty.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-tub-lids.jpg
Plastic Tubs with Lids (clean),Recycling,Tupperware,Regular Trash,0.9431207180023193,https://upload.wikimedia.org/wikipedia/commons/2/2f/Tupperware-PP.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-tubs-with-lids- clean .jpg
Plastic Utensils,Regular Trash,Plastic Utensils,Regular Trash,0.9871432185173035,https://upload.wikimedia.org/wikipedia/commons/7/73/Plasticware_-_isolated.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-utensils.jpg
Playhouse,Regular Trash,Playhouse,Regular Trash,0.9983260035514832,https://c1.peakpx.com/wallpaper/893/933/117/girl-happy-outdoors-play-play-house-wallpaper-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/playhouse.jpg
Playing Cards,Regular Trash,Playing Cards,Regular Trash,0.9929379820823669,https://images.pexels.com/photos/279009/pexels-photo-279009.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/playing-cards.jpg
Polycarbonate,Regular Trash,Polycarbonate,Regular Trash,0.9990658164024353,https://p1.pxfuel.com/preview/712/245/166/polycarbonate-construction-layers-polygal.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/polycarbonate.jpg
Polypropylene Bags (woven and unwoven),Regular Trash,Toy Boxes,Regular Trash,0.3032311201095581,https://c1.wallpaperflare.com/preview/39/263/687/box-bag-utility-carry-bag.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/polypropylene-bags- woven-and-unwoven .jpg
Pool Covers,Private Disposal,Pool Covers,Private Disposal,0.9957002401351929,https://upload.wikimedia.org/wikipedia/commons/0/05/Swimming_pool_cover.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/pool-covers.jpg
Pool Pumps,Private Disposal,Pool Pumps,Private Disposal,0.9993625283241272,https://p1.pxfuel.com/preview/202/904/23/water-pump-industrial-industry-pump.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/pool-pumps.jpg
Power Strips,Regular Trash,Power Strips,Regular Trash,0.9200217127799988,https://upload.wikimedia.org/wikipedia/commons/6/67/Power_strip.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/power-strips_1.jpg
Printer,Electronics Recycling,Printer,Electronics Recycling,0.9715554714202881,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Oxygen480-devices-printer-laser.svg/640px-Oxygen480-devices-printer-laser.svg.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/printer_1.jpg
Produce Plastic Bags,Regular Trash,Produce Plastic Bags,Regular Trash,0.7475247383117676,https://images.pexels.com/photos/3645504/pexels-photo-3645504.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,/content/drive/My Drive/neurips_colab/dataset_final/plastic/produce-plastic-bags.jpg
PVC Pipes,Private Disposal,Mercury Thermometer,Hazardous Waste,0.37881144881248474,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/The_PVC_pipe_with.jpg/640px-The_PVC_pipe_with.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/pvc-pipes.jpg
Radios,Electronics Recycling,Stereos,Electronics Recycling,0.49458250403404236,https://www.trustedreviews.com/wp-content/uploads/sites/54/2022/04/Roberts-Revival-Petite-front-scaled.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/radios_1.jpg
Rain Gutter (plastic),Private Disposal,Rain Gutter (metal),Private Disposal,0.5181517601013184,https://d1d81vmw1yvc7o.cloudfront.net/wp-content/uploads/sites/212/2018/04/25211038/gutterReplacement.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/rain-gutter- plastic .jpg
Receipts,Regular Trash,Receipts,Regular Trash,0.9957167506217957,https://img.rawpixel.com/s3fs-private/rawpixel_images/website_content/frreceipts_receipt_pay_shopping_0-image-kybct6jt.jpg?w=800&dpr=1&fit=default&crop=default&q=65&vib=3&con=3&usm=15&bg=F4F4F3&ixlib=js-2.2.1&s=ffc90993a6097b016cc9cec4510cd7cf,/content/drive/My Drive/neurips_colab/dataset_final/plastic/receipts.jpg
Reusable Water Bottles,Regular Trash,Reusable Water Bottles,Regular Trash,0.8867437243461609,https://c1.wallpaperflare.com/preview/974/562/369/department-of-environmental-quality-michigan-swag-great-lakes.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/reusable-water-bottles.jpg
Ribbons,Regular Trash,Bows,Regular Trash,0.39214083552360535,https://cdn.pixabay.com/photo/2023/06/25/11/21/ribbon-8087083_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/ribbons.jpg
Rigid Plastics,Regular Trash,Pencil Shavings,Regular Trash,0.3952455520629883,https://upload.wikimedia.org/wikipedia/commons/4/4f/Clean_Shredded_Rigid_Plastic.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/rigid-plastics.jpg
Rubber Bands,Regular Trash,Rubber Bands,Regular Trash,0.9726459383964539,https://images.pexels.com/photos/39675/rubber-bands-elastic-bands-office-supplies-stationery-39675.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/rubber-bands.jpg
Rubber Car Mat,Regular Trash,Rubber Car Mat,Regular Trash,0.9998880624771118,https://upload.wikimedia.org/wikipedia/commons/7/7e/Fitted-rubber-car-mats-image.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/rubber-car-mat.jpg
Saran Wrap,Regular Trash,Plastic Food Wrap,Regular Trash,0.5280675888061523,https://upload.wikimedia.org/wikipedia/en/1/1e/Demonstration_of_wrapping_CDs_for_safety_test_of_infant_mattresses.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/saran-wrap.jpg
Satellite Dishes,Electronics Recycling,Satellite Dishes,Electronics Recycling,0.9891514778137207,https://upload.wikimedia.org/wikipedia/commons/6/62/SatelliteDishes-5375.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/satellite-dishes_1.jpg
Scissors,Curbside Food Waste Collection,Scissors,Curbside Food Waste Collection,0.999941349029541,https://upload.wikimedia.org/wikipedia/commons/7/76/Pair_of_scissors_with_black_handle%2C_2015-06-07.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/scissors_1.jpg
Shower Curtain (Plastic),Regular Trash,Shower Curtain (Plastic),Regular Trash,0.9829917550086975,https://live.staticflickr.com/2392/2197003247_c526f860a7_b.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/shower-curtain- plastic .jpg
Single Serve Yogurt Containers (plastic),Recycling,Yogurt Tubs,Recycling,0.40458744764328003,https://cdn.pixabay.com/photo/2019/03/29/05/07/yogurt-4088558_1280.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/single-serve-yogurt-containers- plastic .jpg
Small Appliances,Electronics Recycling,Ironing board,Regular Trash,0.34679490327835083,https://c1.wallpaperflare.com/preview/648/248/4/iron-budget-laundry-jeans-thumbnail.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/small-appliances_2.jpg
Smoke Detector,Electronics Recycling,Smoke Detector,Electronics Recycling,0.8374252915382385,https://upload.wikimedia.org/wikipedia/commons/d/d9/Smoke_detector.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/smoke-detector_1.jpg
Snow Blower,Private Disposal,Snow Blower,Private Disposal,0.9364458322525024,https://upload.wikimedia.org/wikipedia/commons/9/9a/Honda_hs1136_snowblower.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/snow-blower.jpg
Sour Cream Tubs,Recycling,Sour Cream Tubs,Recycling,0.9711524248123169,https://upload.wikimedia.org/wikipedia/commons/7/73/Cr%C3%A8me_Sure_-_Sour_Cream.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/sour-cream-tubs.jpg
Spatula,Regular Trash,Spatula,Regular Trash,0.6758387088775635,https://upload.wikimedia.org/wikipedia/commons/c/cf/Nylon_spatula.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/spatula.jpg
Spray Starch,Hazardous Waste,Spray Starch,Hazardous Waste,0.9999982118606567,https://upload.wikimedia.org/wikipedia/commons/5/52/Eckerd_Spray_Starch_%2824544614703%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/spray-starch.jpg
Starbucks Cup (plastic),Recycling,Starbucks Cup (plastic),Recycling,0.7643866539001465,https://c1.wallpaperflare.com/preview/764/905/238/starbucks-drink-iced-coffee-take-away.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/starbucks-cup- plastic .jpg
Stereos,Electronics Recycling,Stereos,Electronics Recycling,0.8629263639450073,https://images.pexels.com/photos/11162437/pexels-photo-11162437.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/stereos.jpg
Straws,Regular Trash,Straws,Regular Trash,0.9945467710494995,https://upload.wikimedia.org/wikipedia/commons/c/c7/Eight_drinking_straws_%284273846588%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/straws.jpg
Stroller,Regular Trash - Bulky Items,Stroller,Regular Trash - Bulky Items,0.9987983703613281,https://c.pxhere.com/photos/ec/e2/pram_stroller_toddler_family-549948.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/plastic/stroller.jpg
Styrofoam,Regular Trash,Cotton Balls,Regular Trash,0.9848591685295105,https://upload.wikimedia.org/wikipedia/commons/5/5a/Styrofoam_balls.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/styrofoam.jpg
Styrofoam Chips,Regular Trash,Styrofoam Chips,Regular Trash,0.7644608020782471,https://www.publicdomainpictures.net/pictures/310000/nahled/foam-peanuts-1569928850CCQ.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/styrofoam-chips.jpg
Styrofoam Sheets,Regular Trash,Styrofoam Sheets,Regular Trash,0.7725319862365723,https://upload.wikimedia.org/wikipedia/commons/8/86/Polsterwatteplatten.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/styrofoam-sheets.jpg
Switches,Regular Trash,Switches,Regular Trash,0.8374786972999573,https://www.trustedreviews.com/wp-content/uploads/sites/54/2022/08/Cherry-MX-switches-1.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/switches_1.jpg
Syringes,Private Disposal,Mercury Thermometer,Hazardous Waste,0.850018322467804,https://upload.wikimedia.org/wikipedia/commons/4/4a/Disposable_syringe_5ml_1.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/syringes_1.jpg
Tape Dispenser,Regular Trash,Tape Dispenser,Regular Trash,0.999963641166687,https://upload.wikimedia.org/wikipedia/commons/f/f4/Paper_tape_table_dispenser-01.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/tape-dispenser_1.jpg
Tarp,Regular Trash,Tarp,Regular Trash,0.9996752738952637,https://upload.wikimedia.org/wikipedia/commons/b/b7/Pole_tarp_and_rope_shelter_4855.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/tarp_1.jpg
Tetra Paks,Regular Trash,Juice Cartons,Regular Trash,0.9156275391578674,https://upload.wikimedia.org/wikipedia/commons/6/61/Tetra_Pak_packaging_portfolio_I_medium_size.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/tetra-paks.jpg
Toaster,Electronics Recycling,Toaster,Electronics Recycling,0.9873855113983154,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Toaster_from_Hungary.JPG/723px-Toaster_from_Hungary.JPG?20071208194048,/content/drive/My Drive/neurips_colab/dataset_final/plastic/toaster_1.jpg
Toilet Brush,Regular Trash,Toilet Brush,Regular Trash,0.9995419979095459,https://cdn.pixabay.com/photo/2014/01/13/13/50/toilet-brush-243459_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/toilet-brush_1.jpg
Toilet Paper Rolls,Recycling,Toilet Paper Rolls,Recycling,0.6366667151451111,https://images.pexels.com/photos/3964139/pexels-photo-3964139.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,/content/drive/My Drive/neurips_colab/dataset_final/plastic/toilet-paper-rolls_1.jpg
Toothbrushes,Regular Trash,Toothbrushes,Regular Trash,0.8786194920539856,https://www.publicdomainpictures.net/pictures/50000/nahled/toothbrush.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/toothbrushes.jpg
Toothpaste Tube,Regular Trash,Toothpaste Tube,Regular Trash,0.9732424020767212,https://upload.wikimedia.org/wikipedia/commons/a/a8/Tandpasta.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/toothpaste-tube.jpg
Toy Boxes,Regular Trash,Toy Boxes,Regular Trash,0.522944450378418,https://p1.pxfuel.com/preview/48/195/713/toy-car-toy-box-mini.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/toy-boxes.jpg
Trash Compactor,Regular Trash,Trash Compactor,Regular Trash,0.8361096382141113,https://upload.wikimedia.org/wikipedia/commons/4/4f/Haymarket_trash_compactors.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/trash-compactor.jpg
Tupperware,Regular Trash,Tupperware,Regular Trash,0.9431207180023193,https://upload.wikimedia.org/wikipedia/commons/2/2f/Tupperware-PP.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/tupperware.jpg
Vinyl Records,Reuse,Vinyl Records,Reuse,0.8402217626571655,https://upload.wikimedia.org/wikipedia/commons/b/b1/Vinyl_record_LP_10inch.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/vinyl-records.jpg
Vinyl Siding,Private Disposal,Vinyl Siding,Private Disposal,0.9962833523750305,https://c.pxhere.com/photos/a7/e4/michaelpetrila_beach_cabin_plant-1616830.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/plastic/vinyl-siding.jpg
Water Filters,Regular Trash,Water Filters,Regular Trash,0.9600219130516052,https://recollect-images.global.ssl.fastly.net/api/image/500/material.default.water_filters.svg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/water-filters.jpg
Yogurt Tubs,Recycling,Yogurt Tubs,Recycling,0.6909772753715515,https://upload.wikimedia.org/wikipedia/commons/2/2a/DLBA_Yogurt.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/yogurt-tubs.jpg
Ziplock Bags,Regular Trash,Ziplock Bags,Regular Trash,0.946429967880249,https://pixnio.com/free-images/2019/01/21/2019-01-21-13-04-57.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/ziplock-bags.jpg
